Player,BBE,GB%,AIR%,FB%,LD%,PU%,Pull%,Straight%,Oppo%,PullGB%,StraightGB%,OppoGB%,PullAIR%,StraightAIR%,OppoAIR%,Team,AB_LHP,H_LHP,2B_LHP,3B_LHP,HR_LHP,BB_LHP,SO_LHP,AVG_LHP,OBP_LHP,SLG_LHP,PA_LHP,HBP_LHP,SAC_LHP,SF_LHP,AB_RHP,H_RHP,2B_RHP,3B_RHP,HR_RHP,BB_RHP,SO_RHP,AVG_RHP,OBP_RHP,SLG_RHP,PA_RHP,HBP_RHP,SAC_RHP,SF_RHP
Trey Sweeney,208,0.466,0.534,0.269,0.188,0.077,0.409,0.389,0.202,0.216,0.202,0.048,0.192,0.188,0.154,DET,46,11,0,1,0,2,15,0.239,0.26,0.283,50,0,0,2,250,47,6,1,6,24,77,0.188,0.257,0.292,276,0,0,2
Nacho Alvarez Jr.,142,0.38,0.62,0.232,0.246,0.141,0.31,0.401,0.289,0.12,0.183,0.077,0.19,0.218,0.211,ATL,47,7,2,0,0,5,14,0.149,0.241,0.191,55,1,1,1,141,37,10,0,2,7,35,0.262,0.316,0.376,153,4,1,0
Freddie Freeman,433,0.416,0.584,0.291,0.254,0.039,0.434,0.312,0.254,0.245,0.12,0.051,0.189,0.192,0.203,LAD,158,45,9,1,8,14,42,0.285,0.349,0.506,175,2,0,1,398,119,30,1,16,46,86,0.299,0.374,0.5,452,4,0,4
Justyn-Henry Malloy,74,0.324,0.676,0.311,0.257,0.108,0.392,0.338,0.27,0.203,0.108,0.014,0.189,0.23,0.257,DET,56,14,3,0,1,13,15,0.25,0.4,0.357,70,1,0,0,48,9,3,0,0,7,17,0.188,0.281,0.25,57,0,0,2
Pete Alonso,471,0.376,0.624,0.301,0.255,0.068,0.393,0.316,0.291,0.204,0.132,0.04,0.189,0.185,0.251,NYM,181,41,8,0,9,18,61,0.227,0.309,0.42,204,4,0,1,443,129,33,1,29,43,101,0.291,0.362,0.567,505,11,0,8
Tyler Stephenson,187,0.38,0.62,0.342,0.246,0.032,0.396,0.342,0.262,0.209,0.144,0.027,0.187,0.198,0.235,CIN,61,15,6,0,2,12,16,0.246,0.378,0.443,74,1,0,0,238,54,12,0,11,25,100,0.227,0.299,0.416,268,1,0,4
George Springer,391,0.376,0.624,0.284,0.256,0.084,0.399,0.368,0.233,0.212,0.12,0.043,0.187,0.248,0.189,TOR,122,31,3,0,8,21,31,0.254,0.361,0.475,149,1,0,3,376,123,24,1,24,48,80,0.327,0.412,0.588,437,7,0,1
Riley Greene,404,0.408,0.592,0.317,0.223,0.052,0.408,0.329,0.262,0.223,0.129,0.057,0.186,0.2,0.205,DET,179,39,8,0,4,17,60,0.218,0.29,0.33,200,2,0,2,421,116,23,1,32,29,141,0.276,0.323,0.563,455,2,0,3
Tommy Edman,291,0.457,0.543,0.244,0.244,0.055,0.426,0.351,0.223,0.241,0.168,0.048,0.186,0.182,0.175,LAD,116,25,5,0,7,4,22,0.216,0.254,0.44,122,2,0,0,230,53,8,1,6,15,39,0.23,0.283,0.352,255,4,1,5
Xander Bogaerts,406,0.438,0.562,0.232,0.268,0.062,0.424,0.374,0.202,0.239,0.16,0.039,0.185,0.214,0.163,SD,154,45,12,0,3,14,26,0.292,0.345,0.429,171,0,0,3,337,84,18,0,8,34,68,0.249,0.321,0.374,381,4,1,5
Jose Caballero,222,0.401,0.599,0.239,0.261,0.099,0.374,0.419,0.207,0.189,0.158,0.054,0.185,0.261,0.153,NYY,104,26,7,1,4,17,36,0.25,0.361,0.452,92,1,0,0,210,48,11,0,1,30,62,0.229,0.328,0.295,183,2,3,1
Agustin Ramirez,428,0.458,0.542,0.222,0.238,0.082,0.397,0.357,0.245,0.213,0.189,0.056,0.185,0.168,0.189,MIA,150,32,3,1,6,13,43,0.213,0.283,0.367,166,2,0,1,387,92,30,0,15,23,70,0.238,0.289,0.432,419,6,0,3
Nolan Schanuel,424,0.429,0.571,0.25,0.269,0.052,0.387,0.38,0.233,0.203,0.17,0.057,0.184,0.21,0.177,LAA,106,29,4,0,2,13,14,0.274,0.363,0.368,125,3,1,2,382,100,19,1,10,46,57,0.262,0.35,0.395,439,7,2,2
Will Benson,169,0.361,0.639,0.296,0.266,0.077,0.426,0.314,0.26,0.243,0.089,0.03,0.183,0.225,0.231,CIN,17,2,0,0,2,3,5,0.118,0.238,0.471,21,0,0,1,213,50,8,2,10,13,62,0.235,0.276,0.432,232,1,0,5
Nick Castellanos,420,0.388,0.612,0.31,0.267,0.036,0.405,0.362,0.233,0.221,0.133,0.033,0.183,0.229,0.2,PHI,173,42,10,0,5,11,49,0.243,0.293,0.387,188,2,0,2,374,95,17,2,12,21,84,0.254,0.294,0.406,401,2,0,4
Dominic Canzone,187,0.439,0.561,0.235,0.294,0.032,0.385,0.406,0.209,0.203,0.187,0.048,0.182,0.219,0.16,SEA,58,16,1,0,1,8,15,0.276,0.368,0.345,68,1,0,1,185,57,10,0,10,12,44,0.308,0.355,0.524,201,2,0,1
Mauricio Dubon,331,0.426,0.574,0.26,0.205,0.109,0.335,0.363,0.302,0.154,0.193,0.079,0.181,0.169,0.224,HOU,106,31,9,0,1,7,11,0.292,0.342,0.406,115,1,1,0,263,58,12,0,6,17,31,0.221,0.267,0.335,283,0,2,1
Jorge Soler,188,0.436,0.564,0.223,0.239,0.101,0.479,0.351,0.17,0.298,0.117,0.021,0.181,0.234,0.149,LAA,46,10,2,0,2,5,15,0.217,0.294,0.391,51,0,0,0,233,50,10,0,10,23,79,0.215,0.293,0.386,264,4,0,3
Jo Adell,376,0.38,0.62,0.298,0.234,0.088,0.38,0.364,0.255,0.199,0.141,0.04,0.181,0.223,0.215,LAA,94,26,6,1,7,10,24,0.277,0.346,0.585,104,0,0,0,432,98,12,0,30,23,127,0.227,0.281,0.463,469,10,0,1
J.C. Escarra,72,0.444,0.556,0.194,0.264,0.097,0.444,0.292,0.264,0.264,0.125,0.056,0.181,0.167,0.208,NYY,14,4,1,0,0,1,4,0.286,0.333,0.357,15,0,0,0,70,13,4,0,2,10,10,0.186,0.289,0.329,83,1,0,2
Jose Herrera,133,0.444,0.556,0.271,0.195,0.09,0.406,0.368,0.226,0.226,0.158,0.06,0.18,0.211,0.165,AZ,50,13,3,0,0,6,18,0.26,0.333,0.32,59,0,2,1,116,18,3,0,2,17,29,0.155,0.265,0.233,145,1,9,2
Ryan Jeffers,316,0.383,0.617,0.253,0.275,0.089,0.348,0.383,0.269,0.168,0.171,0.044,0.18,0.212,0.225,MIN,112,35,6,0,2,28,23,0.313,0.466,0.42,146,5,0,1,294,73,20,0,7,22,68,0.248,0.305,0.388,318,2,0,0
Colt Keith,316,0.38,0.62,0.291,0.285,0.044,0.364,0.377,0.259,0.184,0.149,0.047,0.18,0.228,0.212,DET,43,7,1,0,0,3,12,0.163,0.217,0.186,46,0,0,0,371,99,21,2,13,45,90,0.267,0.346,0.439,422,2,0,4
Andrew Vaughn,333,0.417,0.583,0.27,0.252,0.06,0.375,0.381,0.243,0.195,0.18,0.042,0.18,0.201,0.201,MIL,115,36,9,0,3,14,18,0.313,0.389,0.47,46,0,0,1,291,67,13,0,11,17,62,0.23,0.273,0.388,147,0,0,0
Adolis Garcia,379,0.369,0.631,0.338,0.222,0.071,0.38,0.354,0.266,0.201,0.132,0.037,0.179,0.222,0.23,TEX,136,27,6,0,5,8,44,0.199,0.248,0.353,145,1,0,0,371,88,22,0,14,20,91,0.237,0.279,0.41,402,4,0,7
Paul Goldschmidt,391,0.389,0.611,0.297,0.258,0.056,0.371,0.325,0.304,0.192,0.136,0.061,0.179,0.189,0.243,NYY,149,50,14,0,7,17,19,0.336,0.411,0.57,168,2,0,0,340,84,17,1,3,19,81,0.247,0.289,0.329,366,2,0,2
Amed Rosario,151,0.477,0.523,0.212,0.245,0.066,0.43,0.344,0.225,0.252,0.166,0.06,0.179,0.179,0.166,NYY,116,35,10,0,4,5,15,0.302,0.328,0.491,93,0,0,1,65,15,1,0,2,2,16,0.231,0.275,0.338,65,2,0,0
Matt Thaiss,112,0.438,0.563,0.241,0.241,0.08,0.411,0.348,0.241,0.232,0.152,0.054,0.179,0.196,0.188,TB,24,5,2,0,0,2,6,0.208,0.296,0.292,15,1,0,0,132,29,4,1,1,27,40,0.22,0.358,0.288,95,0,0,1
Jonatan Clase,73,0.438,0.562,0.37,0.137,0.055,0.411,0.356,0.233,0.233,0.137,0.068,0.178,0.219,0.164,TOR,27,5,0,0,0,4,5,0.185,0.29,0.185,31,0,0,0,73,16,3,0,2,6,23,0.219,0.288,0.342,81,1,1,0
Taylor Ward,410,0.344,0.656,0.361,0.217,0.078,0.366,0.363,0.271,0.188,0.129,0.027,0.178,0.234,0.244,LAA,103,27,11,0,7,13,33,0.262,0.345,0.573,116,0,0,0,476,105,20,2,29,62,142,0.221,0.311,0.454,547,3,0,6
Ezequiel Tovar,270,0.356,0.644,0.274,0.315,0.056,0.381,0.322,0.296,0.204,0.107,0.044,0.178,0.215,0.252,COL,80,22,4,0,2,9,25,0.275,0.348,0.4,90,0,1,0,280,69,14,4,7,12,73,0.246,0.278,0.4,300,1,5,2
Sal Frelick,456,0.465,0.535,0.202,0.232,0.101,0.41,0.342,0.248,0.232,0.169,0.064,0.178,0.173,0.184,MIL,156,47,6,0,0,10,23,0.301,0.357,0.34,174,4,2,1,372,105,14,3,12,37,57,0.282,0.349,0.433,420,3,1,4
Dansby Swanson,428,0.423,0.577,0.273,0.245,0.058,0.423,0.4,0.178,0.245,0.157,0.021,0.178,0.243,0.157,CHC,129,37,4,1,7,9,40,0.287,0.333,0.496,138,0,0,0,461,107,20,2,17,38,128,0.232,0.291,0.395,507,2,1,5
Josh Bell,383,0.46,0.54,0.279,0.206,0.055,0.415,0.319,0.266,0.238,0.159,0.063,0.178,0.159,0.204,WSH,106,16,2,1,4,14,28,0.151,0.25,0.302,120,0,0,0,362,95,14,0,18,43,60,0.262,0.346,0.45,413,5,0,3
Rowdy Tellez,209,0.388,0.612,0.316,0.22,0.077,0.325,0.392,0.282,0.148,0.177,0.062,0.177,0.215,0.22,TEX,20,1,0,0,0,3,10,0.05,0.208,0.05,10,0,0,0,269,65,11,0,17,14,73,0.242,0.281,0.472,171,1,0,2
Evan Carter,153,0.386,0.614,0.235,0.281,0.098,0.373,0.405,0.222,0.196,0.15,0.039,0.176,0.255,0.183,TEX,23,2,0,0,0,4,5,0.087,0.25,0.087,28,1,0,0,171,46,9,2,5,15,36,0.269,0.349,0.433,192,6,0,0
Will Smith,278,0.327,0.673,0.367,0.255,0.05,0.327,0.414,0.259,0.151,0.133,0.043,0.176,0.281,0.216,LAD,93,24,6,0,4,18,26,0.258,0.384,0.452,112,1,0,0,269,83,14,1,13,46,63,0.309,0.41,0.513,324,4,0,5
Manny Machado,489,0.389,0.611,0.292,0.249,0.07,0.356,0.393,0.252,0.18,0.168,0.041,0.176,0.225,0.211,SD,164,41,4,0,12,20,36,0.25,0.332,0.494,187,1,0,2,451,128,29,0,15,35,95,0.284,0.336,0.448,491,2,0,3
Eric Wagaman,381,0.441,0.559,0.244,0.257,0.058,0.381,0.386,0.234,0.205,0.178,0.058,0.176,0.207,0.176,MIA,173,49,14,1,5,10,36,0.283,0.321,0.462,184,0,0,1,303,70,14,2,4,22,64,0.231,0.282,0.33,330,1,0,4
Mark Canha,91,0.363,0.637,0.253,0.231,0.154,0.374,0.385,0.242,0.198,0.154,0.011,0.176,0.231,0.231,KC,63,15,2,0,1,3,12,0.238,0.29,0.317,69,2,0,1,50,9,1,0,0,4,12,0.18,0.25,0.2,56,1,0,1
Noelvi Marte,256,0.457,0.543,0.254,0.215,0.074,0.445,0.32,0.234,0.27,0.145,0.043,0.176,0.176,0.191,CIN,95,22,1,0,1,8,28,0.232,0.288,0.274,104,0,0,1,244,67,16,2,13,8,57,0.275,0.305,0.516,256,3,0,1
Randy Arozarena,427,0.426,0.574,0.269,0.213,0.091,0.33,0.422,0.248,0.155,0.222,0.049,0.176,0.199,0.199,SEA,186,45,11,1,9,11,51,0.242,0.296,0.457,203,4,0,2,427,101,21,0,18,53,140,0.237,0.35,0.412,506,23,0,3
Thairo Estrada,131,0.519,0.481,0.229,0.214,0.038,0.443,0.366,0.191,0.267,0.176,0.076,0.176,0.191,0.115,COL,31,6,1,0,1,3,5,0.194,0.27,0.323,37,1,0,2,123,33,8,0,2,3,21,0.268,0.289,0.382,128,1,0,1
Kameron Misner,131,0.435,0.565,0.267,0.237,0.061,0.389,0.344,0.267,0.214,0.145,0.076,0.176,0.198,0.191,TB,39,6,1,0,1,2,16,0.154,0.214,0.256,42,1,0,0,158,36,8,1,4,14,53,0.228,0.287,0.367,175,0,1,2
Alexander Canario,137,0.453,0.547,0.27,0.219,0.058,0.394,0.358,0.248,0.219,0.175,0.058,0.175,0.182,0.19,PIT,99,19,3,0,4,8,37,0.192,0.25,0.343,108,0,0,1,117,28,3,1,2,9,43,0.239,0.294,0.333,126,0,0,0
Nico Hoerner,554,0.449,0.551,0.238,0.255,0.058,0.37,0.372,0.258,0.195,0.175,0.079,0.175,0.197,0.179,CHC,141,52,8,2,4,4,8,0.369,0.396,0.539,149,3,0,1,458,126,21,2,3,35,41,0.275,0.33,0.349,500,4,0,3
Jacob Stallings,80,0.5,0.5,0.25,0.2,0.05,0.438,0.313,0.25,0.263,0.188,0.05,0.175,0.125,0.2,BAL,38,2,0,0,0,2,18,0.053,0.1,0.053,34,0,0,0,81,14,4,0,0,4,22,0.173,0.239,0.222,30,0,0,0
Brooks Lee,400,0.443,0.558,0.29,0.205,0.063,0.408,0.365,0.228,0.233,0.153,0.058,0.175,0.213,0.17,MIN,169,45,4,0,5,6,37,0.266,0.298,0.379,178,2,0,1,318,70,11,1,11,25,55,0.22,0.278,0.365,349,2,0,4
Otto Kemp,132,0.432,0.568,0.326,0.227,0.015,0.439,0.333,0.227,0.265,0.121,0.045,0.174,0.212,0.182,PHI,65,15,3,0,4,7,26,0.231,0.324,0.462,74,2,0,0,132,31,8,0,4,5,41,0.235,0.285,0.386,144,5,0,2
Bob Seymour,46,0.5,0.5,0.174,0.239,0.087,0.413,0.348,0.239,0.239,0.152,0.109,0.174,0.196,0.13,TB,18,4,0,0,0,0,11,0.222,0.222,0.222,18,0,0,0,60,12,1,1,1,4,21,0.2,0.262,0.3,65,1,0,0
Javier Baez,311,0.453,0.547,0.273,0.206,0.068,0.405,0.344,0.251,0.232,0.154,0.068,0.174,0.19,0.183,DET,129,41,5,2,2,3,31,0.318,0.336,0.434,134,1,0,1,288,66,12,1,10,7,78,0.229,0.258,0.382,303,5,0,2
Connor Joe,52,0.385,0.615,0.25,0.288,0.077,0.308,0.385,0.308,0.135,0.192,0.058,0.173,0.192,0.25,CIN,34,5,1,0,0,4,8,0.147,0.25,0.176,6,0,0,0,36,8,3,0,0,3,12,0.222,0.275,0.306,4,0,0,0
Hayden Senger,52,0.462,0.538,0.173,0.269,0.096,0.404,0.385,0.212,0.231,0.154,0.077,0.173,0.231,0.135,NYM,16,2,0,0,0,0,8,0.125,0.167,0.125,18,1,0,1,56,11,1,0,0,3,14,0.196,0.237,0.214,60,0,1,0
David Hamilton,133,0.444,0.556,0.263,0.218,0.075,0.398,0.346,0.256,0.226,0.165,0.053,0.173,0.18,0.203,BOS,19,3,0,0,0,0,6,0.158,0.2,0.158,20,1,0,0,158,32,4,1,6,13,41,0.203,0.263,0.354,174,0,3,0
Michael A. Taylor,191,0.377,0.623,0.319,0.22,0.084,0.414,0.309,0.277,0.241,0.099,0.037,0.173,0.209,0.241,CWS,131,29,13,1,5,4,51,0.221,0.241,0.45,139,0,2,2,164,30,7,0,4,19,59,0.183,0.272,0.299,186,1,2,0
Jordan Beck,366,0.421,0.579,0.265,0.262,0.052,0.391,0.38,0.23,0.219,0.142,0.06,0.172,0.238,0.169,COL,127,37,8,1,5,9,42,0.291,0.343,0.488,137,1,0,0,412,102,19,4,11,34,132,0.248,0.309,0.393,451,3,0,1
Rafael Devers,419,0.427,0.573,0.301,0.229,0.043,0.358,0.379,0.263,0.186,0.189,0.053,0.172,0.191,0.21,SF,212,51,10,0,9,22,65,0.241,0.325,0.415,120,2,0,1,395,102,23,0,26,90,127,0.258,0.395,0.514,214,1,0,2
Brendan Rodgers,70,0.4,0.6,0.314,0.243,0.043,0.386,0.357,0.257,0.214,0.157,0.029,0.171,0.2,0.229,HOU,24,6,1,0,1,2,10,0.25,0.308,0.417,26,0,0,0,91,16,3,0,1,9,36,0.176,0.255,0.242,102,1,0,1
Patrick Bailey,286,0.385,0.615,0.297,0.238,0.08,0.332,0.413,0.255,0.161,0.182,0.042,0.171,0.231,0.213,SF,113,24,4,2,1,7,36,0.212,0.256,0.31,121,0,0,1,296,67,14,1,5,23,97,0.226,0.284,0.331,331,3,4,5
Gavin Lux,333,0.471,0.529,0.225,0.276,0.027,0.39,0.405,0.204,0.219,0.207,0.045,0.171,0.198,0.159,CIN,56,10,1,0,0,7,19,0.179,0.27,0.196,63,0,0,0,390,110,27,2,5,49,95,0.282,0.361,0.4,440,0,0,1
Victor Robles,82,0.5,0.5,0.268,0.183,0.049,0.415,0.341,0.244,0.244,0.195,0.061,0.171,0.146,0.183,SEA,45,13,1,0,0,2,8,0.289,0.313,0.311,48,0,0,1,61,13,3,1,1,1,18,0.213,0.258,0.344,66,3,0,1
Ryan McMahon,323,0.433,0.567,0.307,0.229,0.031,0.412,0.393,0.195,0.241,0.152,0.04,0.17,0.241,0.155,NYY,114,21,3,0,2,12,41,0.184,0.271,0.263,32,1,0,1,395,88,20,1,18,58,148,0.223,0.324,0.415,304,0,0,1
Rob Refsnyder,130,0.438,0.562,0.269,0.246,0.046,0.392,0.423,0.185,0.223,0.192,0.023,0.169,0.231,0.162,BOS,116,35,9,0,7,19,32,0.302,0.399,0.56,138,1,0,2,66,14,3,0,2,5,22,0.212,0.268,0.348,71,0,0,0
Jesus Sanchez,343,0.484,0.516,0.222,0.23,0.064,0.397,0.367,0.236,0.227,0.198,0.058,0.169,0.169,0.178,HOU,69,11,3,0,1,4,21,0.159,0.227,0.246,58,1,0,0,382,96,18,4,13,38,89,0.251,0.318,0.421,143,0,0,0
Tyler Fitzgerald,154,0.403,0.597,0.305,0.208,0.084,0.409,0.312,0.279,0.24,0.136,0.026,0.169,0.175,0.253,SF,63,14,1,1,1,10,24,0.222,0.338,0.317,75,1,1,0,154,33,9,0,3,7,46,0.214,0.252,0.331,168,1,5,1
Taylor Trammell,77,0.429,0.571,0.247,0.234,0.091,0.429,0.325,0.247,0.26,0.117,0.052,0.169,0.208,0.195,HOU,13,4,1,0,0,3,5,0.308,0.438,0.385,16,0,0,0,104,19,6,0,3,14,36,0.183,0.277,0.327,119,0,0,1
Adley Rutschman,267,0.434,0.566,0.281,0.225,0.06,0.419,0.326,0.255,0.251,0.127,0.056,0.169,0.199,0.199,BAL,97,25,5,1,1,13,17,0.258,0.345,0.361,110,0,0,0,225,46,11,1,8,27,40,0.204,0.29,0.369,255,1,0,2
Andres Gimenez,267,0.434,0.566,0.247,0.262,0.056,0.36,0.393,0.247,0.191,0.184,0.06,0.169,0.21,0.187,TOR,80,14,4,0,1,4,18,0.175,0.233,0.263,86,2,0,0,249,55,7,1,6,21,48,0.221,0.301,0.329,283,9,1,3
Leody Taveras,125,0.36,0.64,0.248,0.248,0.144,0.312,0.368,0.32,0.144,0.152,0.064,0.168,0.216,0.256,SEA,29,8,1,0,0,2,9,0.276,0.323,0.31,18,0,0,0,142,27,5,1,3,3,41,0.19,0.205,0.303,80,0,2,1
Spencer Horwitz,292,0.384,0.616,0.277,0.26,0.079,0.37,0.342,0.288,0.202,0.144,0.038,0.168,0.199,0.25,PIT,43,8,1,0,1,7,13,0.186,0.314,0.279,51,1,0,0,321,91,25,0,10,37,60,0.283,0.358,0.455,360,1,0,1
Brandon Marsh,276,0.417,0.583,0.261,0.279,0.043,0.377,0.351,0.272,0.21,0.156,0.051,0.167,0.196,0.221,PHI,76,15,1,0,2,10,32,0.197,0.287,0.289,88,0,1,1,303,91,24,2,9,28,78,0.3,0.356,0.482,337,0,2,3
Abraham Toro,222,0.432,0.568,0.257,0.225,0.086,0.405,0.378,0.216,0.239,0.153,0.041,0.167,0.225,0.176,BOS,71,18,4,0,1,3,10,0.254,0.295,0.352,78,2,0,2,188,44,9,0,6,11,32,0.234,0.286,0.378,206,4,0,3
Zack Gelof,48,0.438,0.563,0.25,0.229,0.083,0.417,0.438,0.146,0.25,0.146,0.042,0.167,0.292,0.104,ATH,25,3,1,0,0,1,16,0.12,0.154,0.16,26,0,0,0,67,13,2,0,2,6,30,0.194,0.257,0.313,75,0,1,1
Jonah Heim,312,0.413,0.587,0.272,0.224,0.09,0.407,0.372,0.221,0.24,0.135,0.038,0.167,0.237,0.183,TEX,119,25,3,0,4,10,31,0.21,0.265,0.336,132,0,0,3,276,59,11,0,7,22,57,0.214,0.273,0.33,301,1,1,1
Josh Lowe,290,0.466,0.534,0.203,0.276,0.055,0.39,0.345,0.266,0.224,0.183,0.059,0.166,0.162,0.207,TB,115,19,5,0,1,8,39,0.165,0.224,0.235,125,1,0,1,281,68,16,2,10,25,70,0.242,0.307,0.42,310,2,1,1
Trevor Larnach,387,0.437,0.563,0.258,0.258,0.047,0.401,0.364,0.235,0.235,0.163,0.039,0.165,0.202,0.196,MIN,106,25,5,0,1,9,30,0.236,0.297,0.311,118,1,0,2,397,101,19,1,16,44,92,0.254,0.33,0.428,449,3,0,4
Keibert Ruiz,230,0.487,0.513,0.204,0.235,0.074,0.439,0.383,0.178,0.274,0.183,0.03,0.165,0.2,0.148,WSH,51,15,2,0,1,2,4,0.294,0.333,0.392,54,1,0,0,204,48,10,0,1,6,22,0.235,0.263,0.299,213,2,0,1
Cody Freeman,97,0.485,0.515,0.186,0.227,0.103,0.402,0.34,0.258,0.237,0.186,0.062,0.165,0.155,0.196,TEX,46,9,2,0,2,1,8,0.196,0.208,0.37,48,0,0,1,68,17,2,0,1,4,11,0.25,0.292,0.324,73,0,1,0
Samuel Basallo,79,0.494,0.506,0.329,0.114,0.063,0.405,0.304,0.291,0.241,0.19,0.063,0.165,0.114,0.228,BAL,21,3,0,0,1,3,5,0.143,0.28,0.286,25,1,0,0,88,15,6,0,3,3,25,0.17,0.215,0.341,93,2,0,0
Santiago Espinal,268,0.437,0.563,0.235,0.239,0.09,0.384,0.351,0.265,0.22,0.138,0.078,0.164,0.213,0.187,CIN,117,31,9,0,0,9,11,0.265,0.317,0.342,126,0,0,0,184,42,3,0,0,12,27,0.228,0.276,0.245,202,1,3,2
Zach Dezenzo,61,0.361,0.639,0.295,0.295,0.049,0.344,0.426,0.23,0.18,0.164,0.016,0.164,0.262,0.213,HOU,9,2,2,0,0,2,3,0.222,0.364,0.444,11,0,0,0,89,22,4,0,2,9,34,0.247,0.316,0.36,98,0,0,0
Liover Peguero,55,0.564,0.436,0.291,0.073,0.073,0.436,0.382,0.182,0.273,0.182,0.109,0.164,0.2,0.073,PIT,28,6,0,0,2,4,11,0.214,0.333,0.429,33,1,0,0,52,10,1,0,2,2,14,0.192,0.236,0.327,55,1,0,0
Kyle Karros,98,0.469,0.531,0.235,0.245,0.051,0.367,0.418,0.214,0.204,0.214,0.051,0.163,0.204,0.163,COL,31,4,2,0,0,3,8,0.129,0.206,0.194,34,0,0,0,106,27,2,0,1,12,33,0.255,0.336,0.302,122,2,0,2
Mark Vientos,313,0.415,0.585,0.272,0.249,0.064,0.377,0.39,0.233,0.214,0.173,0.029,0.163,0.217,0.204,NYM,128,32,9,1,5,7,31,0.25,0.287,0.453,136,0,0,1,296,67,12,1,12,23,84,0.226,0.291,0.395,327,5,0,3
Jarred Kelenic,37,0.459,0.541,0.351,0.054,0.135,0.351,0.459,0.189,0.189,0.27,0.0,0.162,0.189,0.189,ATL,6,0,0,0,0,0,4,0.0,0.0,0.0,6,0,0,0,54,10,2,0,2,5,19,0.185,0.254,0.333,59,0,0,0
Jonah Bride,74,0.486,0.514,0.176,0.189,0.149,0.324,0.338,0.338,0.162,0.23,0.095,0.162,0.108,0.243,MIN,58,11,1,0,0,8,19,0.19,0.284,0.207,21,0,0,0,54,8,1,0,0,3,20,0.148,0.207,0.167,24,0,0,0
Blaze Alexander,148,0.507,0.493,0.243,0.243,0.007,0.399,0.378,0.223,0.236,0.209,0.061,0.162,0.169,0.162,AZ,71,17,5,1,2,11,24,0.239,0.357,0.423,85,2,1,0,159,36,7,0,5,11,62,0.226,0.307,0.365,181,8,2,1
Bryce Harper,383,0.436,0.564,0.285,0.256,0.023,0.363,0.371,0.266,0.201,0.162,0.073,0.162,0.209,0.193,PHI,209,57,13,0,10,19,50,0.273,0.336,0.478,229,1,0,0,292,74,19,0,17,51,71,0.253,0.37,0.493,351,5,0,3
Maikel Garcia,519,0.449,0.551,0.216,0.272,0.064,0.353,0.397,0.25,0.191,0.197,0.062,0.162,0.2,0.189,KC,118,37,13,1,3,18,20,0.314,0.404,0.517,137,0,1,0,477,133,26,4,13,44,64,0.279,0.338,0.432,529,1,2,5
Justin Turner,136,0.39,0.61,0.287,0.235,0.088,0.316,0.419,0.265,0.154,0.206,0.029,0.162,0.213,0.235,CHC,98,27,6,0,3,9,20,0.276,0.33,0.429,109,0,0,2,71,10,1,0,0,8,17,0.141,0.232,0.155,82,1,0,2
Edmundo Sosa,192,0.453,0.547,0.25,0.255,0.042,0.411,0.339,0.25,0.25,0.146,0.057,0.161,0.193,0.193,PHI,107,34,5,0,6,6,28,0.318,0.362,0.533,116,2,0,1,136,33,7,1,5,4,28,0.243,0.262,0.419,145,0,3,1
Ceddanne Rafaela,434,0.44,0.56,0.26,0.214,0.085,0.376,0.396,0.228,0.214,0.175,0.051,0.161,0.221,0.177,BOS,150,33,6,1,7,7,33,0.22,0.265,0.413,163,3,1,2,396,103,28,3,9,21,84,0.26,0.306,0.414,424,5,2,0
Luke Maile,31,0.452,0.548,0.226,0.29,0.032,0.387,0.419,0.194,0.226,0.161,0.065,0.161,0.258,0.129,KC,15,3,1,0,0,2,9,0.2,0.294,0.267,19,0,2,0,30,8,1,0,1,5,7,0.267,0.371,0.4,35,0,0,0
Matt Olson,453,0.397,0.603,0.283,0.247,0.073,0.366,0.349,0.285,0.205,0.152,0.04,0.161,0.196,0.245,ATL,196,55,15,1,6,16,60,0.281,0.333,0.459,216,1,0,3,428,115,26,1,23,75,116,0.269,0.38,0.495,508,3,0,2
Juan Soto,447,0.452,0.548,0.275,0.208,0.065,0.389,0.403,0.208,0.228,0.195,0.029,0.161,0.208,0.179,NYM,208,50,7,1,11,32,59,0.24,0.341,0.442,247,2,1,4,369,102,13,0,32,95,78,0.276,0.424,0.572,468,1,0,2
Jake Cronenworth,323,0.43,0.57,0.3,0.214,0.056,0.356,0.378,0.266,0.195,0.152,0.084,0.161,0.226,0.183,SD,133,33,5,0,3,21,32,0.248,0.373,0.353,165,6,4,1,286,70,15,1,8,48,75,0.245,0.364,0.388,350,9,0,6
Carson Williams,56,0.589,0.411,0.25,0.125,0.036,0.5,0.393,0.107,0.339,0.232,0.018,0.161,0.161,0.089,TB,33,6,0,0,3,4,15,0.182,0.27,0.455,37,0,0,0,66,11,3,0,2,2,29,0.167,0.191,0.303,69,0,1,0
Drew Gilbert,81,0.457,0.543,0.185,0.259,0.099,0.358,0.383,0.259,0.198,0.21,0.049,0.16,0.173,0.21,SF,18,2,1,0,0,1,5,0.111,0.158,0.167,19,0,0,0,82,17,4,1,3,6,15,0.207,0.267,0.39,90,1,0,1
Ryan Ritter,131,0.511,0.489,0.183,0.275,0.031,0.427,0.313,0.26,0.267,0.168,0.076,0.16,0.145,0.183,COL,40,12,3,0,0,1,9,0.3,0.326,0.375,44,1,1,1,147,33,6,3,1,9,52,0.224,0.288,0.327,163,4,3,0
